"","V1"
"SNP_A-1667036",2.37570983525757
"SNP_A-1667950",1.83044505994021
"SNP_A-1755067",2.76043977742503
"SNP_A-1740923",1.60754976799396
"SNP_A-1745466",0.97254401447972
"SNP_A-1703272",1.77123357134513
"SNP_A-1652197",1.57444692368821
"SNP_A-1739955",0.89395041955683
"SNP_A-1748063",1.47124472676012
"SNP_A-1705830",0.968041549084917
"SNP_A-1743804",1.21412971149401
"SNP_A-1744186",0.661022842741152
"SNP_A-1744304",1.46428227183462
"SNP_A-1698066",2.22174701277573
"SNP_A-1698244",1.92589253056976
"SNP_A-1743594",1.99360777818095
"SNP_A-1676349",0.991364738960273
"SNP_A-1656665",0.995004812619592
"SNP_A-1673751",1.3546899941537
"SNP_A-1755914",0.777356958602033
"SNP_A-1691957",1.71442636422215
"SNP_A-1699284",1.14455590689996
"SNP_A-1699392",0.995359789351454
"SNP_A-1676650",3.29743676983668
"SNP_A-1643131",0.591500737316956
"SNP_A-1684395",1.04377952574054
"SNP_A-1758748",2.42091659962059
"SNP_A-1698235",0.494880026673118
"SNP_A-1748913",0.867010092627154
"SNP_A-1683539",0.70966925233243
"SNP_A-1683663",2.58253442841664
"SNP_A-1680344",1.57588127621122
"SNP_A-1739552",1.92247060135890
"SNP_A-1732642",2.65497540948998
"SNP_A-1739789",1.78378831941289
"SNP_A-1736295",2.48364303504886
"SNP_A-1645816",1.11172629029005
"SNP_A-1648760",3.29210183824042
"SNP_A-1675914",2.33873782513278
"SNP_A-1683704",1.87873476973856
"SNP_A-1682335",1.78818250959601
"SNP_A-1684343",0.694053214293724
"SNP_A-1684527",0.806841889479355
"SNP_A-1727182",1.74529072769267
"SNP_A-1709821",1.98396775040429
"SNP_A-1736158",1.74037558119175
"SNP_A-1736258",0.857986448875201
"SNP_A-1678544",2.27829131547006
"SNP_A-1666985",1.34482044251468
"SNP_A-1668447",0.943125087360866
"SNP_A-1668565",1.33408419842462
"SNP_A-1703997",2.13120157333500
"SNP_A-1652193",2.17552727557107
"SNP_A-1657382",1.27095829733185
"SNP_A-1683825",0.250200765630768
"SNP_A-1691698",1.72423625110018
"SNP_A-1662288",0.908462027509474
"SNP_A-1687843",2.39085126376267
"SNP_A-1688069",3.21350347713788
"SNP_A-1687400",2.00563808663300
"SNP_A-1679806",0.546941270481884
"SNP_A-1671386",1.63754222065848
"SNP_A-1659592",2.58602485513894
"SNP_A-1671445",2.61998179026244
"SNP_A-1754848",1.12549934506234
"SNP_A-1711211",2.10219307331303
"SNP_A-1711739",2.75744880850276
"SNP_A-1681341",1.66308950568141
"SNP_A-1682693",2.29688940471500
"SNP_A-1750171",1.17953305004632
"SNP_A-1661146",0.793156288440552
"SNP_A-1718632",2.68879221904044
"SNP_A-1726085",1.02467108219519
"SNP_A-1750891",3.2504640153439
"SNP_A-1718979",1.64529623273888
"SNP_A-1655288",0.843492231417497
"SNP_A-1655392",2.9277863003466
"SNP_A-1658633",0.828587268352784
"SNP_A-1654229",0.91602642689684
"SNP_A-1666506",1.59262159388877
"SNP_A-1686500",1.82187192326982
"SNP_A-1650899",3.22164793965883
"SNP_A-1717751",1.27004991183471
"SNP_A-1666737",2.57286966043062
"SNP_A-1697953",1.55625657422535
"SNP_A-1664654",2.52030480167052
"SNP_A-1721212",0.902896689558656
"SNP_A-1756835",1.82059266246007
"SNP_A-1664341",3.24201267463572
"SNP_A-1702747",1.01168687553563
"SNP_A-1747089",0.879871499861744
"SNP_A-1733392",3.01057452350173
"SNP_A-1647019",3.31073473064481
"SNP_A-1652145",2.27149506236585
"SNP_A-1646710",1.13827809350485
"SNP_A-1721350",3.19744652145276
"SNP_A-1647681",1.54232102537833
"SNP_A-1729910",1.8966776808397
"SNP_A-1703614",0.93405507429357
"SNP_A-1754728",0.989059695707658
"SNP_A-1706913",1.96523923472820
"SNP_A-1706423",0.752507994082841
"SNP_A-1735683",0.564558786643344
"SNP_A-1752220",2.27857818271199
"SNP_A-1677240",1.18080315322160
"SNP_A-1684637",1.59169177537287
"SNP_A-1647361",1.62422017498883
"SNP_A-1698013",2.32320870435205
"SNP_A-1722724",1.76931008625582
"SNP_A-1694136",1.43420869344658
"SNP_A-1746172",0.95928497057954
"SNP_A-1700181",1.01619958172414
"SNP_A-1696347",1.93053558839776
"SNP_A-1642343",1.78711110933350
"SNP_A-1689757",2.88211484647712
"SNP_A-1644542",0.458768193213158
"SNP_A-1758051",1.65085362021476
"SNP_A-1651556",1.09144863149303
"SNP_A-1686531",0.924697881615875
"SNP_A-1686673",1.62138267386456
"SNP_A-1686771",3.22146152441605
"SNP_A-1695498",0.589866928948733
"SNP_A-1698882",2.7323922277021
"SNP_A-1699166",1.06291907113719
"SNP_A-1699358",1.8494958437696
"SNP_A-1707834",2.51565392235250
"SNP_A-1712855",1.05296486205421
"SNP_A-1678500",2.8318925779367
"SNP_A-1692682",1.71111662749965
"SNP_A-1753226",1.44399795956408
"SNP_A-1680999",1.48945490543800
"SNP_A-1682893",1.27854696883438
"SNP_A-1708464",2.95413592239562
"SNP_A-1686341",3.23287920521687
"SNP_A-1686461",3.07146365995635
"SNP_A-1686665",1.91621040875464
"SNP_A-1743411",1.53474525947852
"SNP_A-1652320",2.07236552062869
"SNP_A-1738790",1.70644476712952
"SNP_A-1747112",2.07604323068261
"SNP_A-1673425",2.15136013056232
"SNP_A-1673737",2.03657880572521
"SNP_A-1682003",1.61932272808154
"SNP_A-1682449",1.46015510938989
"SNP_A-1683883",1.41101503983551
"SNP_A-1736374",3.12981780174251
"SNP_A-1723776",1.01858397781328
"SNP_A-1657129",0.731420600577818
"SNP_A-1739878",1.02238842585334
"SNP_A-1723002",1.55111125545876
"SNP_A-1715477",2.194550377471
"SNP_A-1716643",1.26322576682204
"SNP_A-1641890",1.15313316875717
"SNP_A-1652992",2.04717960135829
"SNP_A-1719635",1.37118218789134
"SNP_A-1754983",1.34161502781453
"SNP_A-1755087",1.88749702541811
"SNP_A-1755281",2.16751618316509
"SNP_A-1756744",1.89950496882177
"SNP_A-1693483",0.407553633152801
"SNP_A-1707563",0.937873466373113
"SNP_A-1719311",0.791524733488274
"SNP_A-1687849",1.65166130009833
"SNP_A-1693165",2.07310790306396
"SNP_A-1663158",0.390818909046342
"SNP_A-1701293",2.97175250554214
"SNP_A-1682928",0.604645392282128
"SNP_A-1683962",2.40145241197598
"SNP_A-1683515",2.49521497030181
"SNP_A-1685713",2.99568821437134
"SNP_A-1726304",2.26247101647912
"SNP_A-1651410",1.275231906644
"SNP_A-1744558",1.13089271921916
"SNP_A-1705081",1.36071450696892
"SNP_A-1674190",0.97025254494038
"SNP_A-1675825",0.635599859792402
"SNP_A-1758124",0.988994604614396
"SNP_A-1717655",1.15060851242563
"SNP_A-1686366",1.24534587987022
"SNP_A-1678816",2.06645583039879
"SNP_A-1691431",1.47495182349718
"SNP_A-1654121",3.10463937776504
"SNP_A-1729516",2.53566769071348
"SNP_A-1665880",1.05959465220713
"SNP_A-1734347",1.12703465929614
"SNP_A-1741018",0.806194336252699
"SNP_A-1711991",0.495286193505919
"SNP_A-1723341",3.09681722208996
"SNP_A-1687110",1.96052454296242
"SNP_A-1726821",3.05333926858257
"SNP_A-1697551",1.50967338619700
"SNP_A-1726011",2.52502249919113
"SNP_A-1670958",0.584325052137887
"SNP_A-1673750",3.00483430504161
"SNP_A-1753416",1.09411416613822
"SNP_A-1691439",1.5945880230104
"SNP_A-1671621",3.02851717103636
"SNP_A-1716436",3.32554737293837
"SNP_A-1741853",2.11271205980223
"SNP_A-1732607",1.16910981858013
"SNP_A-1712561",1.37015684744068
"SNP_A-1712390",0.759076580461489
"SNP_A-1712514",0.863423191520744
"SNP_A-1713817",2.31635749562477
"SNP_A-1669999",2.52582898089120
"SNP_A-1674383",1.11078073041643
"SNP_A-1642148",0.546236145001365
"SNP_A-1706920",0.613307397888057
"SNP_A-1708471",2.00767200094841
"SNP_A-1748794",1.50403487708162
"SNP_A-1664559",1.12444107721583
"SNP_A-1654882",3.20061910669024
"SNP_A-1655176",1.42255480862067
"SNP_A-1655302",1.28657810374046
"SNP_A-1656716",2.72371078032555
"SNP_A-1656886",1.15557698994948
"SNP_A-1647119",2.31673303938884
"SNP_A-1656056",1.66058820995635
"SNP_A-1673838",1.92830254967397
"SNP_A-1649999",2.45122329808229
"SNP_A-1752247",2.08787940788352
"SNP_A-1747116",1.91239696432192
"SNP_A-1749256",2.78573719734381
"SNP_A-1744175",1.84961715959320
"SNP_A-1673926",1.29748424142537
"SNP_A-1709273",3.01940193420887
"SNP_A-1655289",2.1864824864292
"SNP_A-1723021",3.21752724556183
"SNP_A-1728312",2.93706650685545
"SNP_A-1666311",1.56083433966243
"SNP_A-1646335",2.23504726098167
"SNP_A-1646443",0.872859017371602
"SNP_A-1703512",0.86579912318848
"SNP_A-1728267",1.88025175526649
"SNP_A-1708884",2.54217610715701
"SNP_A-1659730",2.16064631283694
"SNP_A-1757692",3.17845541048802
"SNP_A-1650897",1.16778636356876
"SNP_A-1678616",1.85743656181679
"SNP_A-1755243",1.32725849568007
"SNP_A-1755355",1.11385751411433
"SNP_A-1756906",1.27826492908847
"SNP_A-1757042",1.65605138460859
"SNP_A-1662223",0.716732627484798
"SNP_A-1744415",2.20352127639537
"SNP_A-1669188",1.39162320698037
"SNP_A-1720324",0.75612166170991
"SNP_A-1720434",1.77318568442565
"SNP_A-1720566",0.746897033212728
"SNP_A-1705893",2.61975716602091
"SNP_A-1734936",1.26802290201232
"SNP_A-1739395",1.00108763437813
"SNP_A-1649731",1.71296527364227
"SNP_A-1721784",0.838970316142685
"SNP_A-1715866",1.24733453546798
"SNP_A-1755718",3.04077819273809
"SNP_A-1695799",2.82906097512694
"SNP_A-1656203",1.20933518607435
"SNP_A-1691286",2.34697275475022
"SNP_A-1661003",2.92597180875753
"SNP_A-1698164",0.918747958193765
"SNP_A-1703621",0.582209250590594
"SNP_A-1682690",1.77183128235633
"SNP_A-1671610",3.12917774753243
"SNP_A-1745536",1.78664114671965
"SNP_A-1657367",2.07996618619629
"SNP_A-1691360",3.29343590271814
"SNP_A-1741675",2.80291415109800
"SNP_A-1716543",1.90612752673267
"SNP_A-1704683",0.616221886545276
"SNP_A-1690412",1.59871487045267
"SNP_A-1737095",2.07601118773744
"SNP_A-1745470",2.05570765669693
"SNP_A-1654181",1.17181013688987
"SNP_A-1653089",1.08026450972861
"SNP_A-1653205",1.67059845345541
"SNP_A-1653317",2.33567792122821
"SNP_A-1654636",0.558450389942689
"SNP_A-1654736",0.857646561505502
"SNP_A-1660258",1.43678754175837
"SNP_A-1757983",1.52937037161865
"SNP_A-1708763",0.938085452778687
"SNP_A-1701699",0.619977728522726
"SNP_A-1715345",1.15023646195764
"SNP_A-1699617",1.28099329299516
"SNP_A-1691255",2.48971340204188
"SNP_A-1691463",2.22048036982383
"SNP_A-1691633",1.60660676241233
"SNP_A-1745139",1.61235946347761
"SNP_A-1745527",0.849006783888957
"SNP_A-1747462",1.79593568473436
"SNP_A-1749134",0.497331611101952
"SNP_A-1746524",1.01790211160508
"SNP_A-1675150",1.69779265284597
"SNP_A-1683865",1.68540355470547
"SNP_A-1709216",0.551236742708196
"SNP_A-1756137",3.05843515929327
"SNP_A-1645685",3.10958666056398
"SNP_A-1646003",3.18278947071649
"SNP_A-1689197",2.70024632580295
"SNP_A-1675169",2.18992696722426
"SNP_A-1679865",1.35615040319506
"SNP_A-1731929",1.44700144989517
"SNP_A-1695338",1.10588992621923
"SNP_A-1677277",0.954323679705228
"SNP_A-1739694",1.37948943238706
"SNP_A-1757353",3.26356473250233
"SNP_A-1652088",1.84912467644994
"SNP_A-1644808",2.63013817360863
"SNP_A-1693280",2.80699242597583
"SNP_A-1692041",0.743378085505927
"SNP_A-1649154",1.42116749184424
"SNP_A-1749601",1.27262939707687
"SNP_A-1736363",0.857425143910209
"SNP_A-1661704",1.15840221791851
"SNP_A-1756658",0.928385071303354
"SNP_A-1756784",0.91986982297593
"SNP_A-1647930",1.62523036275988
"SNP_A-1669413",2.00721908042222
"SNP_A-1691043",2.77980964725500
"SNP_A-1694852",2.35431628332908
"SNP_A-1667994",1.82100419812097
"SNP_A-1729326",2.05681544851146
"SNP_A-1690240",1.71524681511726
"SNP_A-1673508",1.09695558006415
"SNP_A-1658476",0.77902230539891
"SNP_A-1710107",0.747726315896325
"SNP_A-1708186",2.55237149236833
"SNP_A-1714852",1.66880078585247
"SNP_A-1652606",0.593827589985702
"SNP_A-1718430",2.08735225799870
"SNP_A-1727364",2.17835235311384
"SNP_A-1748144",0.92424205177523
"SNP_A-1748266",0.756723126352628
"SNP_A-1751834",2.33702855951534
"SNP_A-1704403",1.69349652128758
"SNP_A-1642668",1.08528388543961
"SNP_A-1678086",3.02396700814204
"SNP_A-1689647",1.23823675130745
"SNP_A-1709807",2.12950887980768
"SNP_A-1697051",0.734850847349896
"SNP_A-1740568",2.24573770352676
"SNP_A-1678809",0.8129304137089
"SNP_A-1657323",2.95037168052249
"SNP_A-1665257",0.96294704642738
"SNP_A-1730189",2.85010877635604
"SNP_A-1730307",2.30248243607245
"SNP_A-1730396",0.82522086591612
"SNP_A-1731932",1.05153247960446
"SNP_A-1658232",0.414721819187179
"SNP_A-1752335",0.665284646523109
"SNP_A-1740465",1.26033552729137
"SNP_A-1758455",0.873576124085556
"SNP_A-1664895",2.87496345191385
"SNP_A-1718217",2.29494681166872
"SNP_A-1705683",1.27657724391035
"SNP_A-1657166",2.36335257795922
"SNP_A-1658825",1.00423827437575
"SNP_A-1680027",0.551772408757018
"SNP_A-1680149",1.49267422725565
"SNP_A-1672028",1.86593383812609
"SNP_A-1642591",2.01265621602976
"SNP_A-1688767",1.88633935389241
"SNP_A-1690330",0.862305011708414
"SNP_A-1715311",1.33945378752408
"SNP_A-1726670",1.26396575285399
"SNP_A-1670368",1.14625843464723
"SNP_A-1677467",1.37199412806685
"SNP_A-1677633",1.55232304291539
"SNP_A-1677801",1.32006648666342
"SNP_A-1679321",0.888045652760112
"SNP_A-1647080",0.574224552015254
"SNP_A-1747597",2.31267255125953
"SNP_A-1652634",1.86458036009982
"SNP_A-1722639",2.4330748621576
"SNP_A-1642665",2.75750033177423
"SNP_A-1676666",2.93824380297121
"SNP_A-1682568",0.702579465631674
"SNP_A-1733023",0.916862865295514
"SNP_A-1660228",2.50467014060891
"SNP_A-1687098",1.46708976629745
"SNP_A-1699127",1.06836908360887
"SNP_A-1667013",2.62107094351653
"SNP_A-1643473",1.50412127279354
"SNP_A-1706468",2.23487589013683
"SNP_A-1736956",2.67656513524828
"SNP_A-1643922",1.35531658314214
"SNP_A-1724207",2.23329609439858
"SNP_A-1652712",1.13090630955511
"SNP_A-1708370",1.52266408957758
"SNP_A-1651331",1.98265031392412
"SNP_A-1669337",0.423936167517642
"SNP_A-1719936",2.71205230714915
"SNP_A-1721362",2.35838288236441
"SNP_A-1721565",2.08624232494936
"SNP_A-1643422",1.07992192749864
"SNP_A-1701032",1.05362235271957
"SNP_A-1671442",0.959047369099206
"SNP_A-1709734",2.40289524295991
"SNP_A-1659484",1.12429249874291
"SNP_A-1753752",0.401946813773604
"SNP_A-1682432",3.32108991144608
"SNP_A-1671059",2.76588007248588
"SNP_A-1716085",1.53008210612157
"SNP_A-1661677",0.828581325640946
"SNP_A-1715865",1.04615925979173
"SNP_A-1674303",1.21069106687578
"SNP_A-1656705",1.71223829150879
"SNP_A-1658483",1.10419217595776
"SNP_A-1682466",1.60582288185266
"SNP_A-1662093",1.09617107097049
"SNP_A-1662225",0.6102548636918
"SNP_A-1686796",1.95817253956725
"SNP_A-1645793",1.72276782918225
"SNP_A-1706505",3.11900958715051
"SNP_A-1708664",0.865711662494773
"SNP_A-1748629",3.0783284674578
"SNP_A-1698844",0.81828740918206
"SNP_A-1746747",1.07278832177738
"SNP_A-1720070",1.47297124741464
"SNP_A-1722275",0.779641238598631
"SNP_A-1698551",1.16798200600946
"SNP_A-1725943",0.707065820696815
"SNP_A-1658147",1.84493029060640
"SNP_A-1667230",0.92870360248831
"SNP_A-1666641",1.76615922344069
"SNP_A-1687944",2.33331466797323
"SNP_A-1707251",2.02702909040027
"SNP_A-1662498",0.860891034357229
"SNP_A-1723287",2.16489436139387
"SNP_A-1655113",2.22327795610491
"SNP_A-1734846",1.97212618908323
"SNP_A-1718525",2.53889048446461
"SNP_A-1681918",2.86835843337407
"SNP_A-1698274",2.56323310636054
"SNP_A-1717957",2.41773326004803
"SNP_A-1683105",1.27551716799341
"SNP_A-1740603",1.62786306242808
"SNP_A-1689919",1.52594489193823
"SNP_A-1671046",1.23336774086554
"SNP_A-1653165",1.25545068250321
"SNP_A-1653277",1.42058321058879
"SNP_A-1707381",1.06187527567309
"SNP_A-1738252",0.655747919039358
"SNP_A-1711805",2.31249995521662
"SNP_A-1751790",0.356940213874556
"SNP_A-1723916",0.782237556377407
"SNP_A-1652570",3.24598980447723
"SNP_A-1758329",2.14777478590007
"SNP_A-1684298",3.08230253285427
"SNP_A-1740303",2.39261275263713
"SNP_A-1684602",0.61074357589972
"SNP_A-1653341",1.91547286996950
"SNP_A-1653443",1.05181186366015
"SNP_A-1653595",1.98504096466003
"SNP_A-1659931",0.403775652575382
"SNP_A-1659190",0.880882604034047
"SNP_A-1712645",2.15267214202262
"SNP_A-1676740",1.86540362721815
"SNP_A-1709885",2.76080877372873
"SNP_A-1749045",1.88810540535017
"SNP_A-1701720",1.31356375060236
"SNP_A-1701974",0.321486865532532
"SNP_A-1697577",0.962936766489235
"SNP_A-1752726",0.776730811075546
"SNP_A-1655991",1.94644589688594
"SNP_A-1750225",1.07563857525580
"SNP_A-1646469",1.59421271604516
"SNP_A-1682872",1.41441918693527
"SNP_A-1707710",1.05722339628441
"SNP_A-1656045",0.414182529693494
"SNP_A-1677842",1.15517739784594
"SNP_A-1751754",2.76690322456646
"SNP_A-1742207",1.27516717762300
"SNP_A-1697020",1.27954277476153
"SNP_A-1741706",2.47070422765018
"SNP_A-1752286",0.761373389218397
"SNP_A-1683393",1.15928818700111
"SNP_A-1689462",1.38894021333536
"SNP_A-1721411",1.88238816137317
"SNP_A-1757722",0.458483338435660
"SNP_A-1641770",1.78226945748212
"SNP_A-1643669",2.21949096948786
"SNP_A-1688881",1.37393364396865
"SNP_A-1730889",1.88682966977609
"SNP_A-1744850",1.79464642722611
"SNP_A-1725694",1.04438395384478
"SNP_A-1757904",1.60566088761752
"SNP_A-1752120",1.64123668921540
"SNP_A-1662078",1.62390741898452
"SNP_A-1653240",2.61267182189827
"SNP_A-1686731",2.39146214096555
"SNP_A-1719419",1.36867884860045
"SNP_A-1695076",2.68798941388955
"SNP_A-1695172",1.59570627575444
"SNP_A-1737515",0.874373611198089
"SNP_A-1666422",2.04354969854984
"SNP_A-1697314",1.12054322949729
"SNP_A-1745630",0.877314274463427
"SNP_A-1667434",1.86499132498114
"SNP_A-1650328",0.99074115789811
"SNP_A-1654891",0.664870925723679
"SNP_A-1678122",1.48786911603521
"SNP_A-1671690",0.916975595767161
"SNP_A-1704069",1.76561513750224
"SNP_A-1673699",2.32056373287917
"SNP_A-1680369",1.11099421177809
"SNP_A-1680463",2.03078267312008
"SNP_A-1659208",0.889738227161043
"SNP_A-1643401",0.417914948574387
"SNP_A-1660463",1.73732552195554
"SNP_A-1726508",0.610823394543463
"SNP_A-1731450",3.30881283508715
"SNP_A-1731576",0.967044997932732
"SNP_A-1735167",2.09457133266829
"SNP_A-1706077",1.11713719479409
"SNP_A-1664441",0.824207916559774
"SNP_A-1665691",1.39136905247129
"SNP_A-1672650",2.69811608358796
"SNP_A-1676563",1.78130229672628
"SNP_A-1734385",2.00360779713859
"SNP_A-1734491",3.27494783191762
"SNP_A-1731731",1.67567924469399
"SNP_A-1680196",0.604913503766732
"SNP_A-1664780",0.670529801716142
"SNP_A-1673476",0.83696932212715
"SNP_A-1688037",1.74845698079305
"SNP_A-1691785",0.637198778811189
"SNP_A-1696619",1.08917926518674
"SNP_A-1668074",2.73211663703072
"SNP_A-1661175",0.794243816405196
"SNP_A-1744207",2.53163963391377
"SNP_A-1725614",1.06148020352998
"SNP_A-1745541",0.555337847549653
"SNP_A-1745719",2.39222676243883
"SNP_A-1747340",3.23616517276442
"SNP_A-1697653",1.17514038684546
"SNP_A-1649902",0.527007061294143
"SNP_A-1677866",0.790611842481763
"SNP_A-1692623",1.09165096121785
"SNP_A-1692713",1.33570455981529
"SNP_A-1736618",1.44357120657863
"SNP_A-1669184",0.765696700407537
"SNP_A-1679571",1.72339603736195
"SNP_A-1705109",1.18859275625416
"SNP_A-1722070",2.60385186748718
"SNP_A-1655257",2.85265500878568
"SNP_A-1684308",2.52787916654205
"SNP_A-1645486",2.92567336719809
"SNP_A-1661874",1.66793316335411
"SNP_A-1737608",1.14978520917281
"SNP_A-1739048",2.99839451349972
"SNP_A-1664811",3.28106389100939
"SNP_A-1668237",0.935158528202009
"SNP_A-1668493",1.81135533509418
"SNP_A-1668615",3.13049233020749
"SNP_A-1648172",0.762370365712311
"SNP_A-1691032",1.58124018759564
"SNP_A-1724643",1.26185344745627
"SNP_A-1756659",1.71056134686395
"SNP_A-1666392",1.43587625025051
"SNP_A-1677366",2.19311086831126
"SNP_A-1660594",0.93452266044659
"SNP_A-1755404",2.40634443532635
"SNP_A-1688098",1.40636496711419
"SNP_A-1652800",2.12978360540382
"SNP_A-1668540",1.11836306408861
"SNP_A-1669509",2.3783698449609
"SNP_A-1696820",0.355452986218413
"SNP_A-1746468",1.04839546892859
"SNP_A-1740944",1.48305083177200
"SNP_A-1749956",0.687053137533007
"SNP_A-1752347",2.20416368506939
"SNP_A-1666166",2.51086733141006
"SNP_A-1756008",3.21165379740375
"SNP_A-1735403",0.951854700479053
"SNP_A-1743516",1.08349250002361
"SNP_A-1708524",2.13187862488115
"SNP_A-1672744",1.98581564537492
"SNP_A-1707820",1.01727971200549
"SNP_A-1724678",2.56465238577693
"SNP_A-1668150",1.51754650558946
"SNP_A-1649070",1.77993163630650
"SNP_A-1725807",0.805936752220812
"SNP_A-1726041",2.97948462858099
"SNP_A-1715988",2.12771096995184
"SNP_A-1647590",0.989017884898115
"SNP_A-1720933",0.68016765381383
"SNP_A-1741545",2.39543667852826
"SNP_A-1748115",2.88536301543286
"SNP_A-1705513",0.96177610481676
"SNP_A-1654737",1.04375923105288
"SNP_A-1744600",0.718598824368736
"SNP_A-1643177",0.786793145294603
"SNP_A-1688484",1.93947943515433
"SNP_A-1694891",3.28825847952174
"SNP_A-1738466",0.772933949760712
"SNP_A-1666355",0.575174513386764
"SNP_A-1673351",0.886049704340848
"SNP_A-1676366",2.51967888472991
"SNP_A-1675060",1.76649034182498
"SNP_A-1722563",2.34697802206194
"SNP_A-1722677",1.03640736069793
"SNP_A-1722777",1.41196858425286
"SNP_A-1737385",2.12457136758651
"SNP_A-1727682",2.95702102041275
"SNP_A-1708408",1.07723405309160
"SNP_A-1737898",0.814457386458696
"SNP_A-1714970",1.0557060310341
"SNP_A-1646413",2.21700036529461
"SNP_A-1714843",1.55720693277894
"SNP_A-1747057",2.00401886419083
"SNP_A-1708857",2.66661405615284
"SNP_A-1713726",2.3525472725461
"SNP_A-1721911",2.01796971019395
"SNP_A-1751287",1.78415631462861
"SNP_A-1664447",1.72277680362561
"SNP_A-1675517",1.54161565421769
"SNP_A-1652532",1.19338288195496
"SNP_A-1667787",2.80246062338343
"SNP_A-1668119",2.70201740439328
"SNP_A-1674925",1.11615420916826
"SNP_A-1729541",0.696149619164611
"SNP_A-1729643",3.26953320489684
"SNP_A-1729743",3.00249774977636
"SNP_A-1663743",0.631741995983468
"SNP_A-1663839",2.59985756739414
"SNP_A-1711937",1.54465660737497
"SNP_A-1671132",0.786715600306056
"SNP_A-1718749",3.21841382967893
"SNP_A-1662416",2.99330267497192
"SNP_A-1693000",2.77328235095351
"SNP_A-1654542",3.25801601938723
"SNP_A-1654696",1.77156953728476
"SNP_A-1654820",1.84520545370248
"SNP_A-1700078",0.562120043646527
"SNP_A-1753902",1.77159641853259
"SNP_A-1738457",2.17510005779690
"SNP_A-1702410",2.10790503374531
"SNP_A-1659278",0.738121859456123
"SNP_A-1658183",1.47480991686163
"SNP_A-1666859",0.814650888448741
"SNP_A-1649856",1.05548584229681
"SNP_A-1714169",1.76818099263660
"SNP_A-1750119",2.19633768618508
"SNP_A-1659133",2.60174779901848
"SNP_A-1663972",0.924041884245721
"SNP_A-1648330",0.794096829664303
"SNP_A-1702918",1.28916525205691
"SNP_A-1753129",1.19884121324668
"SNP_A-1657838",0.489492105996024
"SNP_A-1716820",2.98305516961109
"SNP_A-1717000",2.12675731452734
"SNP_A-1718468",0.94799180906751
"SNP_A-1756018",3.06843361637562
"SNP_A-1642342",2.33590164634776
"SNP_A-1702044",3.26350949925115
"SNP_A-1658496",0.426384620992281
"SNP_A-1750774",0.858964398698822
"SNP_A-1728973",2.50072938104788
"SNP_A-1694021",1.6716276084112
"SNP_A-1730545",0.70320706357936
"SNP_A-1690468",0.707842483578289
"SNP_A-1756665",0.800642018980967
"SNP_A-1715911",1.74021721802335
"SNP_A-1699224",2.59085341802279
"SNP_A-1685704",3.12324457826948
"SNP_A-1654970",1.30613606541282
"SNP_A-1721990",2.98546912486095
